batch,sub_batch,file,file_sample_size,file_size,cell_id,Phenograph_Leiden,UMAP1,UMAP2,Phenograph_Leiden_sub,TCF1,CD27,CCR7,CD127,CD45RA,CD122,CD95,CD45RO,CD57,GZMB,HLADR,LAG3,CD39,PD1,TIGIT,TIM3,CD25,CD69,CD70,EGFRt,type,PTID,gate
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,2171,1,2.699233705600772,4.742224963773247,2,2.3335604942313286,2.9933132369861117,1.688865674638441,1.49102803053034,0.27024789171808145,0.11992369935968283,1.9407540809764023,2.421157148789385,3.608952849204431,0.8192354569114185,1.1852066254937736,1.6368801235476855,0.974465877264476,1.5043635499412522,1.458799606033383,1.5309548868152505,0.07480897279023083,0.20290868304909349,0.12784905681392952,2.9954293717717815,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,264,1,1.1833749361839627,4.001867564786431,1,1.672619768443467,3.3458075539455217,1.3175703616792154,1.1374380794006396,0.4217598446951439,0.09540871383630498,2.6090017949122384,2.316890441999801,4.861052692993934,3.7482926958099063,0.38924209139235166,2.6548748612565265,0.5987540647239177,1.845195899232352,0.865922129397308,1.5501932554437774,0.4069958599445338,-1.6676151057067417,-0.2475225504896588,2.5204243421900756,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,6910,1,1.7150514670219754,4.937191279996392,8,1.1010762395880338,2.428183397877903,1.3195058054325108,0.8688040724076999,0.22652283529357464,0.7197453188479521,1.7835824008958685,2.167144683779117,4.649639047116153,0.24851023115210563,1.168381698881953,1.4198758435805197,0.5228610063453826,0.8791378723623261,0.29242299978803743,1.7833318139707182,0.11821417540654724,-0.01941899320135442,0.18942947343587457,2.7255801793129493,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,645,1,3.123124773105655,4.132246287930962,2,2.249376430106562,2.9662137416264844,0.9739592860870842,1.7699287117898337,-0.2521245416985038,0.1810050326707845,2.0100157382931587,2.5138875478889116,2.807890514245206,0.29227453329351966,1.381511692925128,2.104424261528425,1.5612943599563618,1.5936674759933696,1.3285385899532631,2.1195330115798092,0.35438164734010785,-0.6286907023138102,-0.14150145739985742,3.2637517355131007,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,1301,1,2.753294403156314,3.5326185547003717,2,2.2223485666752127,3.0323965172449627,0.8953586671419962,0.7018020903616441,0.3694310915804513,0.4828910289102965,1.7460097315243204,2.4092158085808864,2.0243758180865696,0.4722580805150092,0.5186206242406675,0.993486324452278,0.8490605693628461,2.0001588528699,1.159821847529867,1.902807616442323,0.017120793290426,-0.5806055678889702,0.0634956974661666,2.2640444902524304,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,523,1,3.218982631763492,3.97339371072149,2,2.371161665611574,3.294924360291833,1.3439315654774826,1.4585970799728316,0.5920803957078737,0.19036667161557905,2.5578139316648345,2.601225578025502,2.658122402548441,0.2691227850276722,1.1745172414303533,2.3974721811248743,1.7589923675374417,1.3750940876926263,1.8847462711248195,2.3226865005351223,0.2715760804889224,-1.164224485014257,-0.34776905444143313,2.78299318245576,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,684,1,2.6960310288277007,4.7778890453467335,2,2.483380313017799,2.6166909078678486,1.1578228964454451,0.541545291087162,0.13738692602035646,0.28835190216575624,2.054819448680509,2.6348224589345204,4.129590303140337,0.8540941197389098,1.609640467615027,3.1351564711728224,1.2833866489678152,1.6965325800594715,1.434706876683523,2.2729607408814676,-0.593538570427474,0.08961198825803565,-0.18477468005646003,3.287458004008464,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,299,1,1.4947270699348782,3.331292899716851,8,1.7963793989325143,2.8839295323155576,0.625222921381246,0.5492256367933444,0.24701116401574483,0.3961329248970673,1.8541697030882465,1.9306508610739104,2.49433572947164,1.735951367626824,1.089368721158678,0.8227576773037748,0.9559959895975452,0.7518544600264263,1.194732136881567,1.7789389944891572,-0.1565797055116873,-0.4403163226437238,0.2636245044876799,2.3152125570185387,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,714,1,3.0433914013710357,4.53740623818731,2,2.097146337512471,3.6724674745499777,2.0739307586315383,1.5041770949968796,0.8049626375622749,0.2616135324399197,2.3572810125236345,2.7345783247228295,4.362067333076286,0.3231065184434807,2.448259651985252,1.7414867395467346,1.248287369590653,2.0506440661527874,1.2670471759679516,0.4591985453919649,-0.2190634705814396,-0.9529688911825396,0.00140546704751135,3.4854089899439544,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,395,1,1.5413276501503324,4.535676272977349,10,1.2831960172206138,2.066854821118212,1.2671086552390785,0.13307315186664104,0.24177435966633248,0.26772779708739347,1.176325098527712,1.918722290328992,3.795380226880288,0.8134123834150913,0.9642405257877764,0.8567244720747272,1.855591723353656,1.5229933826537645,0.5056999792003587,1.8275747107550089,0.3857630984778334,-0.7886509632611819,0.0421182111649119,2.901602272489196,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,7110,1,2.4766505308952667,3.1162510238776178,3,2.8265644005042425,3.646353029282728,1.2572056384417905,1.403360576662194,0.35349171461990947,0.4218784954144137,2.34832667637911,2.6330563173723225,1.5830295294250498,1.7747851103572705,0.3508262041995951,1.972342615079291,1.3312058614289026,1.7526137621987234,1.8527931313519288,0.5948103766099058,0.7618023952371191,-0.7569492048316738,0.2444118491652865,3.14849396100659,HIGH,X461,CD8 EGFRt
PEAK,PEAK_3,HIGH_X461_CD8 EGFRt,847,847,696,1,2.2633218117561675,3.807881387341973,11,2.2310160087490813,3.6415064549757594,1.4402568263496611,1.658695928812414,-0.1208892260755681,-0.0279433619447848,1.9514831418966632,2.4106906102241563,2.561674240910099,1.5978575966619912,0.8463026459695039,1.986306088260285,1.1201022429646716,2.1721717038587305,0.3301559368458049,2.333667322345156,0.547476907915237,0.18890703441818668,0.2681985863314148,2.8377167819814892,HIGH,X461,CD8 EGFRt
