batch,sub_batch,file,file_sample_size,file_size,cell_id,Phenograph_Leiden,UMAP1,UMAP2,Phenograph_Leiden_sub,TCF1,CD27,CCR7,CD127,CD45RA,CD122,CD95,CD45RO,CD57,GZMB,HLADR,LAG3,CD39,PD1,TIGIT,TIM3,CD25,CD69,CD70,EGFRt,type,PTID,gate
PRE,PRE_2,MED_X668_CD8,2855,2855,27653,1,5.7826273224425195,-2.4052603274102213,6,2.542182314067684,1.991092787541201,0.8993990307426427,0.12936654575169462,1.8573008478155315,-0.09481701663456592,0.5881725001909659,0.429355028068399,0.43010327046707314,0.5797494496906362,0.05072891584755756,0.3298412568682794,1.0021900873194889,1.1701296636097362,-0.8011092569529175,-0.5927328455524331,0.19415485351440268,-0.14094665069492052,0.16182467562126063,-0.18813310809011183,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,51113,1,6.054148890740859,-3.3001248865838053,8,2.5524434106649947,2.076392992069549,1.7098268193484327,0.3831407868341133,1.596366922547299,0.13764458723438602,0.2552722406354139,0.49986398407196087,0.23863640743325815,0.5435967196811688,0.02877141336299345,1.3135926346856883,0.5901003640822093,1.0328637996074177,-0.7263925545792573,-0.8905880044192224,0.2841156801879928,-0.41772143536071105,0.02238268305892126,0.5483861080253148,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,23463,1,4.962051608331191,-3.225616934847355,8,2.717062796822584,2.607031320722208,0.9853598284485144,0.4283086391888617,1.8177396509055568,0.03578946683640557,0.33345981461973173,0.4811252048633172,0.22003883582750047,0.8884027866038384,0.0174956640208898,1.0926059754739628,1.1640571113019882,0.06967239356025048,-0.6599009788098039,-0.5636065437445408,0.6155227883744214,-0.5893950173311722,-0.05742032284459444,-0.8229049100402523,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,19003,1,6.048999049432266,-2.4263832598443034,3,2.8122143889275586,2.0970710165003217,0.8167630637592611,0.4537421554778065,2.005178873041204,-0.12732418274254262,1.0009455419006503,0.3965804156536734,0.4084356498812704,0.5049061587073573,0.01564563116791739,1.316150350495463,1.313676738576082,1.4146050947053606,-0.8224177635570952,-0.6680324611386516,-0.0335001957398847,-0.7084422700417787,0.18519534893808384,-0.23486408999181876,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,15553,1,4.90332815862416,-3.7787907152886393,2,2.6651054055939154,2.465624255418396,1.6064058607466123,0.191391119203705,2.068339307275764,-0.02588751598738181,0.5577395799529492,0.44659531142379016,0.3608234532688526,0.8394964094670729,0.05040453207698338,0.7061545516343863,0.82870091600107,0.2120541122396988,-0.3280966390295292,-0.7250456704656574,-0.1949730132666543,-0.3899567460576999,0.33607727263383547,-0.3915505528407474,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,48103,1,4.828512885339248,-2.7915375262017252,8,3.112785370281662,2.6501588682009283,1.0758183233549294,0.22426619910767712,1.7017419534450553,0.20035487685202288,1.390284053678334,0.5487518967388755,0.32245548693565407,0.7856048378046102,0.05494553925767301,0.4976225973074002,1.067854112462428,0.17005302165926206,-0.40797254460800214,-0.2590580440009172,-0.02967210220686749,-0.2915520363749192,0.03425199589969142,-0.48134450577171073,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,15483,1,5.005244471795547,-3.2479283838982584,8,2.266890729563855,2.371953946442854,1.1602057454548236,0.369870521177964,1.775396948039734,-0.14624670426267605,0.4044519902222575,0.42212079901064137,0.26303999890227436,0.5587751839834212,0.04052414267699639,0.5534094227524695,0.9728136969153716,0.25034546428142596,-0.2451982706625521,-0.6296856129912519,-0.02420447133298848,-0.25672569615927,0.11419570154294734,-0.4023900429089913,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,27553,1,5.716698863275039,-2.5778658419365885,6,3.1444533111996127,2.1703776818113294,0.93961298742198,0.46086581468138066,1.8215319531454193,0.11563290268733058,0.748315515723883,0.5222790256487998,0.30765982711972784,0.5055380209188363,0.04814648650107377,0.9174700165906472,1.0590528197252365,0.7920360035203993,-1.2901418878972228,-0.8261931448795762,0.2824560362998864,-0.4214925171445272,0.2384784083543378,-0.17875410267081673,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,113913,1,5.567378737695205,-3.2718310385460856,2,2.9156487045760513,2.232867747331054,1.580433834654572,0.7620153872043262,2.2242989259365196,-0.02802951175251405,0.789448958556714,0.4772973642408769,0.26315233994941806,0.668738503649155,0.01355368887312555,0.3445933352873461,0.8936474287148947,0.6113039310860425,-0.46329880810946183,-1.0018918390182034,0.07384095994159799,-0.3965052470786256,0.21670372049308295,-0.27270783137000587,MED,X668,CD8
PRE,PRE_2,MED_X668_CD8,2855,2855,18614,1,3.848783232934463,-3.8953142195458414,1,3.121828503135704,1.9863268008902135,1.2591921630171254,0.5865358373672979,1.8553932423954576,-0.18910871304753415,0.9367671167727524,0.3689309563944341,0.31846161927054795,0.42546042870466594,0.00575519054972443,0.8406730484731544,0.5209445219624427,-0.4773939482069266,0.7691401658661848,-0.6250323894645362,-0.04784938413889508,-0.17719625992178606,0.1510988140940915,-0.16609412190318934,MED,X668,CD8
