batch,sub_batch,file,file_sample_size,file_size,cell_id,Phenograph_Leiden,UMAP1,UMAP2,Phenograph_Leiden_sub,TCF1,CD27,CCR7,CD127,CD45RA,CD122,CD95,CD45RO,CD57,GZMB,HLADR,LAG3,CD39,PD1,TIGIT,TIM3,CD25,CD69,CD70,EGFRt,type,PTID,gate
PRE,PRE_3,HIGH_X552_CD8,5197,5197,80717,1,1.8015242553062287,1.4700154252930324,4,2.609561091855033,1.5105645857597156,0.3627933360981827,-0.335836776646827,0.47495963123045176,0.2603449086267925,1.5089534420259776,0.8845700187436957,0.3029091980091295,0.366674160268162,0.06929284747755783,0.6018907831650389,0.2775730449893144,0.16085171208394244,-0.1617694461270192,-0.3323366236332031,-0.05070717207066851,-0.3287653850106021,0.14305928616721306,0.2603859002615878,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,16809,1,2.891721460849747,1.7662830539627712,1,2.791310321335029,2.099783058595499,0.3868168284641857,1.5315272593907117,0.4033022322579568,0.12314838025398885,1.202116435687549,0.931221804386774,0.2861632344490359,0.17237962700808082,0.00542171428790468,0.15495393060795215,0.489805948918991,0.40164782915098657,-0.4660299322718455,0.9366845898206326,-0.01382845197682404,-0.2145702725453975,0.13967840913652693,-0.04140073535615421,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,38884,1,3.170141193897232,1.3181325384064355,4,2.7698210027765557,2.70248400362636,0.6856889728121031,0.7262740329806021,0.682075917703207,0.27212809684490974,1.3529888292759955,1.1031482812887623,0.19915965103757172,0.5411257569321956,0.00352739365551831,0.8722972094662809,0.8398014427701183,1.1180706882054114,-0.4970093362807883,-0.5364127939931058,-0.13414658887804426,-0.3771596780637673,-0.02616838474093389,-0.5999238353547923,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,48504,1,-0.5429592990570219,0.9926777072830836,9,2.614797227406177,2.4367712573124596,0.9150648020315272,0.27408478691582255,0.22446262741927647,0.19588365345397285,2.388751501769487,0.8953670816828646,0.33878241856888447,1.588384780270424,0.6175720346220093,1.5300975481050922,0.3308703150432502,-0.4434310405500525,-0.12032977015472728,0.05275093781295535,0.21262705405849872,-1.0917234141543637,0.02276470013034886,0.06844317102385081,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,151212,1,3.7019555306739655,2.5788686462326686,3,3.1568920040596895,2.3643413781496077,1.4323032298943763,1.4477355469484332,0.31045215358740486,-0.09281285015988132,2.0369350369210584,1.1593833074461837,0.1949547358439472,0.3641388889493098,-0.0070420471536857,1.0529418254373395,0.1629524278387597,0.5417162881919428,-0.5186872103970295,-0.6199926312705955,0.5630586556200945,-0.16478312442366083,0.04415253847455806,0.5224901576968793,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,23525,1,2.5431937909431306,4.00583292922217,5,3.0503313089170265,-0.48057568901013725,0.4393207197979409,1.4371761554563622,0.1428076948995013,0.3945456949943871,1.440200165457635,1.1810274695286893,0.2328871096802217,0.44571831564903713,0.1846415260101344,1.0370406411701931,2.24670144789604,-0.8674787663035133,0.7150682512954746,-0.3395092107136989,0.02295881367627155,-0.1667715465326718,-0.2583663261122797,0.631022640653137,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,44805,1,3.4176072812385407,1.387575049011294,1,2.64325010600048,2.228782464705625,0.4804856060802106,1.2685720563557723,0.8836464638167463,0.36109824381502814,0.6237580367223572,0.4892775700743959,0.2755889044236647,0.3401602686287257,-0.01996396263274779,1.327413892505248,0.3097876775000078,0.3457318119940671,-0.6064478806670062,-0.3005950389263799,0.11141158534252932,-0.1525763475898901,0.12712142671663798,-0.02562500884158541,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,45324,1,3.3195585942573396,3.063291806785647,3,3.003875915443997,1.7132295822667838,1.1223396898183575,1.580464936780234,0.11924342668233902,-0.33142130953933757,2.617592255537448,1.659822097527092,0.32202183718222777,0.5389684888815429,-0.00336265597818474,0.8040018575220875,0.36658710042281606,0.33222480645411623,0.08236722938560248,-0.5017069023855583,0.2236872974192633,-0.7655480601817054,0.17610075651490673,0.458928713269885,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,65117,1,3.1713137364692536,1.5357831903381984,1,2.8891291038534668,2.0595205472739315,1.151545864160658,1.2252518279527371,0.3036422848607811,-0.00727923115996437,1.3685139887167976,0.6853893593987217,0.580329174634249,0.5083008973630113,0.00248707165223192,0.9968690322989088,-0.00383302155326852,0.8718874247942687,-0.42667380365756263,-0.4256995999305889,-0.5617953420430368,-0.04496260911033902,0.3140138476245163,0.3779595599291137,HIGH,X552,CD8
PRE,PRE_3,HIGH_X552_CD8,5197,5197,48475,1,3.1771981454200593,2.6562142558975856,9,2.7618295911911033,2.5474227078723777,-0.41034654664090503,1.148706874653148,0.0293221491776885,0.00519728418867025,1.5689280157809091,0.8777367676567178,0.3289912686526709,0.7111677902694187,0.00582655725266939,0.8232841150980761,0.22971204653833835,0.4518845691740244,-0.4333476697766145,-0.13627281429569005,0.9104917824492254,-0.3879437929976115,0.19138214406586315,0.3217395882981398,HIGH,X552,CD8
